amp_0,amp_1,amp_2,amp_3,amp_4,amp_5,amp_6,amp_7,amp_8,amp_9,amp_10,amp_11,amp_12,amp_13,amp_14,amp_15,amp_16,amp_17,amp_18,amp_19,amp_20,amp_21,amp_22,amp_23,amp_24,amp_25,amp_26,amp_27,amp_28,amp_29,amp_30,amp_31,amp_32,amp_33,amp_34,amp_35,amp_36,amp_37,amp_38,amp_39,amp_40,amp_41,amp_42,amp_43,amp_44,amp_45,amp_46,amp_47,amp_48,amp_49,amp_50,amp_51,phase_0,phase_1,phase_2,phase_3,phase_4,phase_5,phase_6,phase_7,phase_8,phase_9,phase_10,phase_11,phase_12,phase_13,phase_14,phase_15,phase_16,phase_17,phase_18,phase_19,phase_20,phase_21,phase_22,phase_23,phase_24,phase_25,phase_26,phase_27,phase_28,phase_29,phase_30,phase_31,phase_32,phase_33,phase_34,phase_35,phase_36,phase_37,phase_38,phase_39,phase_40,phase_41,phase_42,phase_43,phase_44,phase_45,phase_46,phase_47,phase_48,phase_49,phase_50,phase_51
0.5291200183041362,0.7733895408791045,0.5291200183041362,0.7733895408791045,0.7733895408791045,0.6401324083465026,0.9012228425217967,0.6401324083465026,0.981701027102968,0.7993687055954966,1.0,1.0,0.9509786835094137,0.8315462274012224,0.6672515898666521,0.5502563075075131,0.44298718635754064,0.27005635014034435,0.3840691781775666,0.27005635014034435,0.27005635014034435,0.27005635014034435,0.27005635014034435,0.27005635014034435,0.27005635014034435,0.34659661424934257,0.34659661424934257,0.262279920040754,0.262279920040754,0.45026539546977473,0.07660971842726068,0.34659661424934257,0.34659661424934257,0.16710430558407863,0.34659661424934257,0.0,0.262279920040754,0.07660971842726068,0.0,0.0,0.09331056522169169,0.27005635014034435,0.29324940722924153,0.09331056522169169,0.09331056522169169,0.27005635014034435,0.29324940722924153,0.49354620539573774,0.29324940722924153,0.5291200183041362,0.5291200183041362,0.09331056522169169,0.23201923472617875,0.31753837228064363,0.23201923472617875,0.31753837228064363,0.31753837228064363,0.45990867720065737,0.5246537108336105,0.45990867720065737,0.6215935654483374,0.6682671556900344,0.8542845260748825,0.8542845260748825,1.0,0.9133720737170803,0.9789358827223645,0.8830709148636459,0.7795544212375362,0.8463244753259773,0.9535356071945896,0.8463244753259773,0.8463244753259773,0.8463244753259773,0.8463244753259773,0.8463244753259773,0.8463244753259773,0.6682671556900344,0.6682671556900344,0.5493283643751408,0.5493283643751408,0.5016238323042813,0.6043207087962379,0.6682671556900344,0.6682671556900344,0.72993177664579,0.6682671556900344,0.46983582790468625,0.5493283643751408,0.6043207087962379,0.46983582790468625,0.46983582790468625,0.15265704410816763,0.0,0.13106637807687832,0.15265704410816763,0.15265704410816763,0.0,0.13106637807687832,0.112493510630658,0.13106637807687832,0.23201923472617875,0.23201923472617875,0.15265704410816763
