amp_0,amp_1,amp_2,amp_3,amp_4,amp_5,amp_6,amp_7,amp_8,amp_9,amp_10,amp_11,amp_12,amp_13,amp_14,amp_15,amp_16,amp_17,amp_18,amp_19,amp_20,amp_21,amp_22,amp_23,amp_24,amp_25,amp_26,amp_27,amp_28,amp_29,amp_30,amp_31,amp_32,amp_33,amp_34,amp_35,amp_36,amp_37,amp_38,amp_39,amp_40,amp_41,amp_42,amp_43,amp_44,amp_45,amp_46,amp_47,amp_48,amp_49,amp_50,amp_51,phase_0,phase_1,phase_2,phase_3,phase_4,phase_5,phase_6,phase_7,phase_8,phase_9,phase_10,phase_11,phase_12,phase_13,phase_14,phase_15,phase_16,phase_17,phase_18,phase_19,phase_20,phase_21,phase_22,phase_23,phase_24,phase_25,phase_26,phase_27,phase_28,phase_29,phase_30,phase_31,phase_32,phase_33,phase_34,phase_35,phase_36,phase_37,phase_38,phase_39,phase_40,phase_41,phase_42,phase_43,phase_44,phase_45,phase_46,phase_47,phase_48,phase_49,phase_50,phase_51
0.4370909806575808,0.6632799375502182,0.2566307991849194,0.6134710741390844,0.6018997492853585,0.5696551164992983,0.7082362729718988,0.5367040258904358,0.795226863866915,0.6937836144690691,0.7652110109163792,0.8778033070939224,0.707497147364294,0.6911907922172215,0.5534748490236677,0.6005317279254971,0.3045505870331587,0.2599223069155082,0.29045816236611194,0.14468545585416942,0.27010428680574394,0.15740317652637303,0.21997881784072681,0.28035825534532377,0.26495703815522015,0.29347491100968587,0.15377289352603385,0.1669485252883645,0.18256695753365346,0.2819405192109648,0.0,0.2833656043228876,0.32724348549791554,0.1024433525757063,0.33898342961505945,0.0,0.13102215475165924,0.07114963925890848,0.0,0.050047231517386936,0.10932425987751236,0.18159964538426282,0.13306736599168517,0.03523005365670153,0.11124197358539216,0.26387476182729147,0.19487067267527605,0.24997928549203302,0.12291856865045617,0.4446955524151012,0.3824606099540751,0.04428112318800537,0.24882050622693902,0.4927835495919407,0.22784487417719324,0.392238964893157,0.3492948580747572,0.6221320320349731,0.714833007391053,0.4911652801699982,0.6448829573820175,0.7642730828111342,0.8998101625225672,0.9419221675093783,1.0,1.0,1.0,0.9505577135528765,0.8144526029777059,1.0,0.9863230890375874,0.9983718983519534,0.9897768167903929,0.9648973811713148,0.9638195630642983,0.9642121192279519,0.9517308008850887,0.8187702137571176,0.7426934583814502,0.5982181365156733,0.7689236692738924,0.6790861006715998,0.6775299063973759,0.8151649421987766,0.8317349345060283,0.7929436332326246,0.7529628096995051,0.47917285078440774,0.6891012238994418,0.7595595371216594,0.5825190031908234,0.5450881047270671,0.19970296882283547,0.06946096848013368,0.2700241765397248,0.25365657360638255,0.2883795381905631,0.09212116123924612,0.22468892120436637,0.09672451283681104,0.15128663186875974,0.2595809102973738,0.4359574985490639,0.3116582895855345
